run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
ERR528331	SAMEA2581971	ERX493534	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528331/ERR528331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528331/ERR528331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528331/HD-79_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528331/HD-79_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528331	HD-79_Run6
ERR528725	SAMEA2582101	ERX493928	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528725/ERR528725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528725/ERR528725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528725/LD-62_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528725/LD-62_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528725	LD-62_Run3
ERR528727	SAMEA2582103	ERX493930	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528727/ERR528727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528727/ERR528727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528727/LD-64_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528727/LD-64_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528727	LD-64_Run3
ERR528728	SAMEA2582104	ERX493931	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528728/ERR528728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528728/ERR528728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528728/LD-64_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528728/LD-64_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528728	LD-64_Run5
ERR528729	SAMEA2582105	ERX493932	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528729/ERR528729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528729/ERR528729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528729/LD-65_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528729/LD-65_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528729	LD-65_Run3
ERR528734	SAMEA2582110	ERX493937	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528734/ERR528734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528734/ERR528734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528734/LD-67_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528734/LD-67_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528734	LD-67_Run4
ERR528737	SAMEA2582113	ERX493940	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528737/ERR528737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528737/ERR528737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528737/LD-7_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528737/LD-7_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528737	LD-7_Run1
ERR528738	SAMEA2582114	ERX493941	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528738/ERR528738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528738/ERR528738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528738/LD-70_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528738/LD-70_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528738	LD-70_Run3
ERR528740	SAMEA2582116	ERX493943	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528740/ERR528740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528740/ERR528740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528740/LD-71_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528740/LD-71_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528740	LD-71_Run3
ERR528744	SAMEA2582120	ERX493947	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528744/ERR528744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528744/ERR528744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528744/LD-74_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528744/LD-74_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528744	LD-74_Run3
ERR528745	SAMEA2582121	ERX493948	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528745/ERR528745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528745/ERR528745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528745/LD-75_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528745/LD-75_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528745	LD-75_Run3
ERR528746	SAMEA2582122	ERX493949	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528746/ERR528746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528746/ERR528746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528746/LD-76_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528746/LD-76_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528746	LD-76_Run3
ERR532382	SAMEA2582130	ERX497585	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532382/ERR532382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532382/ERR532382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532382/LD-83_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532382/LD-83_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532382	LD-83_Run4
ERR532384	SAMEA2582132	ERX497587	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532384/ERR532384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532384/ERR532384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532384/LD-85_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532384/LD-85_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532384	LD-85_Run4
ERR532386	SAMEA2582134	ERX497589	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532386/ERR532386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532386/ERR532386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532386/LD-87_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532386/LD-87_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532386	LD-87_Run4
ERR532387	SAMEA2582135	ERX497590	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532387/ERR532387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532387/ERR532387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532387/LD-87_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532387/LD-87_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532387	LD-87_Run6
ERR532391	SAMEA2582140	ERX497594	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532391/ERR532391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532391/ERR532391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532391/LD-91_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532391/LD-91_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532391	LD-91_Run6
ERR532619	SAMEA2582144	ERX497822	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532619/ERR532619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532619/ERR532619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532619/LD-95_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532619/LD-95_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532619	LD-95_Run4
ERR532620	SAMEA2582145	ERX497823	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532620/ERR532620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532620/ERR532620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532620/LD-96_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532620/LD-96_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532620	LD-96_Run2
ERR532621	SAMEA2582146	ERX497824	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532621/ERR532621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532621/ERR532621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532621/LD-97_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532621/LD-97_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532621	LD-97_Run2
